Date,Country,Region,Petrol_Price_USD_per_Liter,Diesel_Price_USD_per_Liter,Natural_Gas_Price_USD_per_MMBtu,Crude_Oil_Price_USD_per_Barrel,Inflation_Rate (%),Exchange_Rate_vs_USD,GDP_Growth (%),Supply_Index,Demand_Index,Geopolitical_Risk_Index,Event_Flag,Event_Description,Currency_Devaluation (%),Subsidy_Level,Tax_Rate_on_Fuel (%),Petrol_7d_MA,Petrol_28d_vol,Petrol_lag_1,Crude_lag_1
2015-05-18,Japan,Asia,0.925,0.821,1.5,57.5,2.55,111.3459,3.16,52.8,42.5,27.1,0,,-0.63,Low,30.0,0.9225,0.052941738243689834,0.915,57.17
2015-05-25,Japan,Asia,0.882,0.813,1.5,56.95,2.64,110.6749,1.2,50.4,38.3,22.5,0,,0.33,Low,30.0,0.9145,0.05337207998639104,0.925,57.5
2015-06-01,Japan,Asia,0.969,0.843,1.5,58.84,1.79,111.8007,3.37,51.8,40.2,25.5,0,,0.73,Low,30.0,0.92275,0.06090880718532252,0.882,56.95
2015-06-08,Japan,Asia,0.846,0.765,1.51,54.01,2.76,108.772,0.76,42.2,50.0,26.0,0,,-0.25,Low,30.0,0.9055,0.06890365145527529,0.969,58.84
2015-06-15,Japan,Asia,0.823,0.756,1.5,52.32,1.5,110.85,3.68,56.6,35.1,23.3,0,,0.67,Low,30.0,0.88,0.06772368936361,0.846,54.01
2015-06-22,Japan,Asia,0.825,0.757,1.5,51.92,2.31,110.5392,1.22,34.9,34.9,25.0,0,,0.66,Low,30.0,0.86575,0.06763356281883709,0.823,52.32
2015-06-29,Japan,Asia,0.837,0.71,1.622,50.99,2.0,112.1178,2.9,46.6,61.2,29.1,0,,-0.63,Low,30.0,0.83275,0.0658745096511332,0.825,51.92
2015-07-06,Japan,Asia,0.772,0.701,1.5,48.59,2.43,108.4419,-0.02,61.5,53.2,28.3,0,,0.63,Low,30.0,0.8142499999999999,0.06940872586480266,0.837,50.99
2015-07-13,Japan,Asia,0.807,0.712,1.571,50.02,2.09,110.1842,1.96,58.6,56.3,28.1,0,,-0.04,Low,30.0,0.81025,0.06017370577424612,0.772,48.59
2015-07-20,Japan,Asia,0.772,0.69,1.5,48.85,2.48,109.5666,3.47,62.6,46.0,26.2,0,,0.58,Low,30.0,0.797,0.059007618728836066,0.807,50.02
2015-07-27,Japan,Asia,0.695,0.638,1.5,44.77,2.58,110.8634,1.34,43.1,45.7,28.0,0,,0.08,Low,30.0,0.7615000000000001,0.06276639549171516,0.772,48.85
2015-08-03,Japan,Asia,0.708,0.647,1.5,44.41,1.98,106.7221,3.6,26.9,48.0,21.4,0,,-0.04,Low,30.0,0.7454999999999999,0.06389329319592445,0.695,44.77
2015-08-10,Japan,Asia,0.769,0.695,1.5,48.81,1.22,108.3948,0.6,47.7,53.6,25.4,0,,0.27,Low,30.0,0.736,0.07047357560047958,0.708,44.41
2015-08-17,Japan,Asia,0.728,0.656,1.539,45.36,1.64,111.6991,1.54,56.0,53.2,26.0,0,,-0.57,Low,30.0,0.725,0.07079574894684054,0.769,48.81
2015-08-24,Japan,Asia,0.65,0.551,1.5,40.32,1.31,110.1271,1.56,62.8,36.5,22.3,0,,-0.1,Low,30.0,0.7137500000000001,0.0659089065064591,0.728,45.36
2015-08-31,Japan,Asia,0.69,0.599,1.5,42.9,2.44,104.9906,1.49,48.7,45.5,24.7,0,,-0.43,Low,30.0,0.7092499999999999,0.06329104663649575,0.65,40.32
2015-09-07,Japan,Asia,0.627,0.563,1.5,38.68,2.25,109.8587,2.7,37.5,35.3,23.9,0,,-0.9,Low,30.0,0.67375,0.06701272749271947,0.69,42.9
2015-09-14,Japan,Asia,0.672,0.597,1.5,42.02,2.97,109.3821,0.65,66.8,45.9,21.6,0,,0.16,Low,30.0,0.6597500000000001,0.07195952603463629,0.627,38.68
2015-09-21,Japan,Asia,0.603,0.544,1.5,38.38,2.55,106.7113,1.86,52.8,47.7,20.9,0,,0.18,Low,30.0,0.648,0.07552077048384011,0.672,42.02
2015-09-28,Japan,Asia,0.61,0.533,1.5,38.11,2.36,107.9439,1.23,41.5,50.8,29.5,0,,-0.53,Low,30.0,0.628,0.07417243700774208,0.603,38.38
2015-10-05,Japan,Asia,0.681,0.585,1.5,41.14,1.95,109.4841,0.94,40.8,45.8,24.4,0,,0.25,Low,30.0,0.6415,0.08201203415520344,0.61,38.11
2015-10-12,Japan,Asia,0.643,0.596,1.5,40.44,2.16,109.7089,3.74,49.8,43.4,28.8,0,,1.35,Low,30.0,0.63425,0.08253557855370808,0.681,41.14
2015-10-19,Japan,Asia,0.681,0.612,1.5,42.07,2.64,109.7746,3.57,40.5,53.3,25.6,0,,0.24,Low,30.0,0.65375,0.0798761815146497,0.643,40.44
2015-10-26,Japan,Asia,0.646,0.557,1.5,40.43,1.73,108.2764,6.07,47.3,57.5,29.3,0,,0.73,Low,30.0,0.66275,0.08103866407876245,0.681,42.07
2015-11-02,Japan,Asia,0.659,0.583,1.5,41.07,1.6,108.6091,2.82,33.2,60.5,22.3,0,,0.02,Low,30.0,0.65725,0.07642714114889519,0.646,40.43
2015-11-09,Japan,Asia,0.639,0.562,1.5,40.1,2.5,109.9814,0.68,44.6,50.7,24.9,0,,-0.24,Low,30.0,0.65625,0.07552860052627906,0.659,41.07
2015-11-16,Japan,Asia,0.679,0.61,1.5,43.25,1.17,110.7269,0.61,38.2,51.1,23.7,0,,0.07,Low,30.0,0.65575,0.07107261680142508,0.639,40.1
2015-11-23,Japan,Asia,0.698,0.606,1.5,42.7,2.1,108.6117,3.49,48.6,58.2,27.2,0,,0.81,Low,30.0,0.6687500000000001,0.06932606360968752,0.679,43.25
2015-11-30,Japan,Asia,0.761,0.694,1.706,48.72,2.13,108.6055,3.54,49.1,59.7,28.3,0,,0.28,Low,30.0,0.69425,0.06659152605582006,0.698,42.7
2015-12-07,Japan,Asia,0.722,0.659,1.5,47.2,1.45,110.0257,3.48,38.9,45.3,26.9,0,,-0.32,Low,30.0,0.7150000000000001,0.06707912594218719,0.761,48.72
2015-12-14,Japan,Asia,0.707,0.6,1.5,43.26,2.26,108.8795,1.22,44.6,64.9,21.8,0,,-0.31,Low,30.0,0.722,0.05839280804737128,0.722,47.2
2015-12-21,Japan,Asia,0.759,0.686,1.711,49.07,2.83,108.0904,1.69,54.9,51.9,29.7,0,,0.39,Low,30.0,0.73725,0.06076734144927636,0.707,43.26
2015-12-28,Japan,Asia,0.758,0.657,1.5,47.01,0.82,111.6106,3.95,57.7,47.7,21.2,0,,-0.35,Low,30.0,0.7364999999999999,0.05277395236314381,0.759,49.07
2016-01-04,Japan,Asia,0.831,0.723,1.604,50.87,2.36,109.8491,1.66,57.4,61.5,25.5,0,,0.09,Low,30.0,0.76375,0.05373162141182371,0.758,47.01
2016-01-11,Japan,Asia,0.866,0.771,1.611,53.97,1.61,108.6296,1.29,56.4,70.2,25.2,0,,-0.24,Low,30.0,0.8035,0.05290905875318996,0.831,50.87
2016-01-18,Japan,Asia,0.882,0.785,1.5,55.52,3.15,110.4342,1.26,47.5,71.1,23.2,0,,-0.18,Low,30.0,0.8342499999999999,0.047752611577987186,0.866,53.97
2016-01-25,Japan,Asia,0.904,0.786,1.5,56.02,2.03,110.3047,1.03,62.0,59.3,27.2,0,,-0.37,Low,30.0,0.87075,0.047706922209905495,0.882,55.52
2016-02-01,Japan,Asia,0.858,0.776,1.726,54.73,1.91,110.1645,0.97,55.9,49.1,21.2,0,,0.07,Low,30.0,0.8775,0.05027804513097597,0.904,56.02
2016-02-08,Japan,Asia,0.924,0.764,2.021,57.33,2.65,110.3319,1.52,66.9,48.8,28.2,0,,-0.64,Low,30.0,0.892,0.05138389165875694,0.858,54.73
2016-02-15,Japan,Asia,0.969,0.848,1.571,60.01,3.02,112.0121,4.56,58.6,63.6,26.7,0,,-1.15,Low,30.0,0.91375,0.05175950484418399,0.924,57.33
2016-02-22,Japan,Asia,0.923,0.827,2.01,60.1,1.86,109.7005,3.87,36.3,52.6,27.6,0,,-0.94,Low,30.0,0.9185,0.05219045321881233,0.969,60.01
2016-02-29,Japan,Asia,0.943,0.808,1.781,57.48,2.0,109.9104,2.99,67.5,45.0,21.6,0,,-0.29,Low,30.0,0.93975,0.047499774298915394,0.923,60.1
2016-03-07,Japan,Asia,0.943,0.864,2.069,60.29,2.5,110.8629,1.91,54.8,53.0,22.3,0,,-0.07,Low,30.0,0.9444999999999999,0.04609638705815514,0.943,57.48
2016-03-14,Japan,Asia,0.985,0.89,1.724,59.54,2.19,110.5118,-1.28,66.3,53.4,24.0,0,,-0.18,Low,30.0,0.9485,0.04404822642289898,0.943,60.29
2016-03-21,Japan,Asia,0.908,0.843,1.984,58.65,2.32,111.7243,1.51,53.3,50.3,23.2,0,,-0.14,Low,30.0,0.94475,0.05263029089330804,0.985,59.54
2016-03-28,Japan,Asia,0.992,0.911,1.941,62.2,2.36,110.8164,1.18,61.0,52.2,28.3,0,,0.0,Low,30.0,0.957,0.05211556000784601,0.908,58.65
2016-04-04,Japan,Asia,0.986,0.86,1.846,62.23,2.07,112.703,1.52,52.2,64.5,28.4,0,,0.07,Low,30.0,0.9677499999999999,0.05178437846336598,0.992,62.2
2016-04-11,Japan,Asia,0.993,0.89,1.709,62.96,2.45,110.8417,3.41,41.5,53.9,29.8,0,,-0.29,Low,30.0,0.96975,0.05176114807559538,0.986,62.23
2016-04-18,Japan,Asia,0.997,0.876,2.064,61.6,1.13,111.9114,2.49,62.1,41.1,27.4,0,,0.26,Low,30.0,0.992,0.05160639408110053,0.993,62.96
2016-04-25,Japan,Asia,0.991,0.878,2.163,61.46,2.86,109.3255,2.22,45.6,46.4,28.2,0,,-0.67,Low,30.0,0.99175,0.04836453790799185,0.997,61.6
2016-05-02,Japan,Asia,0.943,0.863,1.591,59.06,1.7,111.216,-0.3,42.0,54.9,29.8,0,,1.25,Low,30.0,0.9809999999999999,0.04685161791589376,0.991,61.46
2016-05-09,Japan,Asia,1.006,0.91,1.845,61.73,2.23,111.639,-1.16,44.8,41.8,24.3,0,,0.8,Low,30.0,0.98425,0.04872204667330354,0.943,59.06
2016-05-16,Japan,Asia,0.971,0.856,2.043,59.22,2.78,111.0796,1.01,57.2,42.9,23.9,0,,-0.13,Low,30.0,0.97775,0.04762443183052721,1.006,61.73
2016-05-23,Japan,Asia,0.912,0.865,1.86,58.57,2.27,113.4119,2.9,51.0,47.8,25.3,0,,-0.18,Low,30.0,0.958,0.05087714911910649,0.971,59.22
2016-05-30,Japan,Asia,0.954,0.838,1.893,60.4,1.93,109.6425,1.81,63.0,42.3,29.8,0,,0.23,Low,30.0,0.96075,0.052712887097072676,0.912,58.57
2016-06-06,Japan,Asia,0.79,0.697,1.5,50.19,2.98,111.804,3.11,48.9,50.1,20.9,0,,0.51,Low,30.0,0.90675,0.07083705257709665,0.954,60.4
2016-06-13,Japan,Asia,0.915,0.82,1.927,57.54,2.04,110.5491,1.73,47.3,58.6,23.9,0,,-0.07,Low,30.0,0.8927499999999999,0.0836314815786912,0.79,50.19
2016-06-20,Japan,Asia,0.861,0.765,1.552,54.32,2.61,111.1894,-0.94,45.1,42.2,28.7,0,,-0.12,Low,30.0,0.88,0.08041298829442335,0.915,57.54
2016-06-27,Japan,Asia,0.835,0.753,1.533,51.58,2.96,108.089,-0.86,48.2,48.8,20.3,0,,0.28,Low,30.0,0.85025,0.08064162164339962,0.861,54.32
2016-07-04,Japan,Asia,0.81,0.726,1.641,51.02,2.17,108.8742,2.32,45.4,58.7,21.4,0,,-0.25,Low,30.0,0.85525,0.08060546658531098,0.835,51.58
2016-07-11,Japan,Asia,0.708,0.638,1.5,45.0,1.87,109.2646,2.73,50.1,29.9,26.9,0,,-0.66,Low,30.0,0.8035000000000001,0.0865022659361028,0.81,51.02
2016-07-18,Japan,Asia,0.786,0.716,1.613,48.77,2.15,109.7884,0.89,49.0,44.8,23.2,0,,-0.54,Low,30.0,0.7847500000000001,0.09487566356133773,0.708,45.0
2016-07-25,Japan,Asia,0.781,0.703,1.559,47.89,2.35,109.6253,2.54,50.1,58.5,28.0,0,,0.09,Low,30.0,0.77125,0.09430245283448617,0.786,48.77
2016-08-01,Japan,Asia,0.764,0.708,1.5,49.78,2.19,109.5017,2.63,43.6,48.2,22.2,0,,-0.35,Low,30.0,0.75975,0.09102806448579902,0.781,47.89
2016-08-08,Japan,Asia,0.708,0.649,1.5,45.66,1.54,110.1517,1.42,42.5,52.7,20.1,0,,-0.09,Low,30.0,0.75975,0.09231074539094043,0.764,49.78
2016-08-15,Japan,Asia,0.707,0.631,1.5,43.31,2.44,107.9869,0.56,41.8,51.8,25.2,0,,0.03,Low,30.0,0.74,0.09163614443630776,0.708,45.66
2016-08-22,Japan,Asia,0.654,0.601,1.5,41.85,2.41,109.2709,1.29,47.3,40.6,27.1,0,,0.32,Low,30.0,0.70825,0.09070685865465922,0.707,43.31
2016-08-29,Japan,Asia,0.707,0.637,1.5,44.65,2.15,108.9809,5.4,42.3,29.5,21.4,0,,0.35,Low,30.0,0.694,0.08309275565161545,0.654,41.85
2016-09-05,Japan,Asia,0.7,0.602,1.5,43.91,1.38,108.5779,1.49,37.5,47.7,28.5,0,,-0.14,Low,30.0,0.692,0.06508508700833805,0.707,44.65
2016-09-12,Japan,Asia,0.678,0.613,1.5,42.49,1.93,110.5375,3.27,42.2,59.7,25.0,0,,-0.54,Low,30.0,0.6847500000000001,0.0640659511466471,0.7,43.91
2016-09-19,Japan,Asia,0.679,0.609,1.5,42.94,2.13,107.4885,3.35,35.8,49.6,25.1,0,,0.56,Low,30.0,0.691,0.0641625664520559,0.678,42.49
2016-09-26,Japan,Asia,0.682,0.601,1.5,42.25,2.03,110.1701,-1.82,38.7,39.7,29.1,0,,-0.59,Low,30.0,0.68475,0.06421124866252104,0.679,42.94
2016-10-03,Japan,Asia,0.714,0.614,1.543,44.75,3.14,107.7281,1.89,42.0,60.3,20.1,0,,0.65,Low,30.0,0.68825,0.05516157824049143,0.682,42.25
2016-10-10,Japan,Asia,0.622,0.577,1.5,40.01,1.63,109.3568,1.37,51.5,67.3,26.3,0,,0.38,Low,30.0,0.67425,0.05573216275598853,0.714,44.75
2016-10-17,Japan,Asia,0.681,0.573,1.5,41.35,1.05,109.5738,-0.56,52.2,41.7,27.6,0,,0.71,Low,30.0,0.6747500000000001,0.06458427480809946,0.622,40.01
2016-10-24,Japan,Asia,0.675,0.585,1.5,41.05,2.24,108.8925,0.23,50.6,39.7,25.1,0,,-0.18,Low,30.0,0.673,0.06446710077065777,0.681,41.35
2016-10-31,Japan,Asia,0.609,0.569,1.5,38.96,2.02,111.2265,1.43,34.4,52.3,28.6,0,,0.53,Low,30.0,0.64675,0.0670455457407764,0.675,41.05
2016-11-07,Japan,Asia,0.703,0.616,1.5,43.96,2.27,109.4743,2.49,34.6,48.5,21.9,0,,-0.31,Low,30.0,0.667,0.0822839469072886,0.609,38.96
2016-11-14,Japan,Asia,0.684,0.629,1.5,44.2,1.72,107.0755,3.43,48.8,56.7,23.7,0,,-0.54,Low,30.0,0.6677500000000001,0.07928435800145958,0.703,43.96
2016-11-21,Japan,Asia,0.74,0.639,1.5,45.87,2.02,108.8681,1.69,57.5,46.5,27.5,0,,-0.18,Low,30.0,0.6839999999999999,0.07935566392661567,0.684,44.2
2016-11-28,Japan,Asia,0.731,0.615,1.5,44.51,2.61,108.7016,2.1,51.2,50.2,20.6,0,,-0.55,Low,30.0,0.7144999999999999,0.07940127252129657,0.74,45.87
2016-12-05,Japan,Asia,0.716,0.621,1.5,44.07,2.21,108.4994,3.81,49.1,53.1,29.7,0,,0.32,Low,30.0,0.71775,0.07898910294274597,0.731,44.51
2016-12-12,Japan,Asia,0.759,0.676,1.5,47.77,1.47,110.2703,-0.4,47.7,45.5,26.0,0,,-0.37,Low,30.0,0.7364999999999999,0.08038779525507783,0.716,44.07
2016-12-19,Japan,Asia,0.801,0.748,1.813,50.79,2.43,111.4787,3.77,43.3,55.8,28.2,0,,0.98,Low,30.0,0.75175,0.08127419200276928,0.759,47.77
2016-12-26,Japan,Asia,0.757,0.691,1.5,47.7,1.51,109.3132,1.84,51.1,60.3,27.6,0,,0.21,Low,30.0,0.75825,0.08310839714204533,0.801,50.79
2017-01-02,Japan,Asia,0.833,0.735,1.59,51.09,2.58,109.591,3.06,62.6,53.8,23.2,0,,0.84,Low,30.0,0.7875,0.0747063098641219,0.757,47.7
2017-01-09,Japan,Asia,0.886,0.764,1.5,55.27,2.28,110.3012,2.99,40.3,48.4,28.2,0,,0.08,Low,30.0,0.81925,0.07264839913255637,0.833,51.09
2017-01-16,Japan,Asia,0.919,0.813,1.658,57.68,1.43,110.9284,1.44,58.6,53.1,20.0,0,,0.04,Low,30.0,0.84875,0.0719397852942266,0.886,55.27
2017-01-23,Japan,Asia,0.854,0.783,1.839,55.55,1.72,111.3201,-0.33,34.8,60.0,21.9,0,,-0.14,Low,30.0,0.873,0.06794044290079608,0.919,57.68
2017-01-30,Japan,Asia,0.939,0.844,1.549,59.64,2.13,111.5893,-0.54,43.2,55.3,26.3,0,,0.97,Low,30.0,0.8995,0.06027552399497033,0.854,55.55
2017-02-06,Japan,Asia,0.944,0.823,2.098,58.54,2.1,112.1336,4.05,60.3,59.0,24.7,0,,0.59,Low,30.0,0.9139999999999999,0.05837898649440655,0.939,59.64
2017-02-13,Japan,Asia,0.888,0.782,1.736,55.28,2.32,111.0789,3.86,43.6,46.1,25.3,0,,-0.13,Low,30.0,0.90625,0.060875233452973014,0.944,58.54
2017-02-20,Japan,Asia,0.89,0.804,1.988,55.38,2.83,110.2367,4.02,45.3,56.8,27.9,0,,0.18,Low,30.0,0.9152499999999999,0.06038801859523646,0.888,55.28
2017-02-27,Japan,Asia,0.949,0.882,1.932,61.95,2.72,112.4981,4.48,63.3,38.0,25.4,0,,0.71,Low,30.0,0.91775,0.060529016235160375,0.89,55.38
2017-03-06,Japan,Asia,1.067,0.946,1.804,65.37,3.17,109.3358,3.89,53.0,34.2,24.9,0,,0.22,Low,30.0,0.9485,0.06642999665544654,0.949,61.95
2017-03-13,Japan,Asia,1.004,0.887,1.965,61.85,1.9,110.2092,1.83,55.2,58.0,23.7,0,,0.44,Low,30.0,0.9774999999999999,0.07065768243134478,1.067,65.37
2017-03-20,Japan,Asia,0.959,0.861,1.998,60.11,1.64,112.1141,3.15,46.6,53.2,27.8,0,,-0.45,Low,30.0,0.9947499999999999,0.06972076883393225,1.004,61.85
2017-03-27,Japan,Asia,0.996,0.869,2.097,62.48,3.11,110.6602,2.52,51.9,42.5,21.6,0,,0.04,Low,30.0,1.0065,0.0655693064542375,0.959,60.11
2017-04-03,Japan,Asia,0.93,0.837,1.501,59.34,2.16,111.773,3.11,60.4,47.4,23.3,0,,0.17,Low,30.0,0.9722500000000001,0.06784357433128754,0.996,62.48
2017-04-10,Japan,Asia,1.022,0.944,2.006,65.7,2.42,111.5132,4.92,57.9,44.7,27.4,0,,-0.78,Low,30.0,0.97675,0.07258702856241651,0.93,59.34
2017-04-17,Japan,Asia,1.0,0.923,2.269,63.79,1.67,112.5299,1.14,52.6,37.7,22.7,0,,-0.01,Low,30.0,0.987,0.0688272368663283,1.022,65.7
2017-04-24,Japan,Asia,0.977,0.877,1.52,62.57,0.37,110.7654,2.1,60.1,49.6,27.0,0,,-0.31,Low,30.0,0.98225,0.06413304779769403,1.0,63.79
2017-05-01,Japan,Asia,0.918,0.842,1.935,58.35,2.4,110.4973,0.4,43.6,51.5,21.1,0,,0.42,Low,30.0,0.97925,0.06686371603003582,0.977,62.57
2017-05-08,Japan,Asia,1.04,0.903,1.831,64.95,2.77,110.0889,1.79,43.8,49.6,21.7,0,,0.38,Low,30.0,0.98375,0.07408183371358228,0.918,58.35
2017-05-15,Japan,Asia,0.919,0.803,1.665,57.47,1.9,111.3366,2.24,39.8,56.7,22.5,0,,0.18,Low,30.0,0.9635,0.0833663569530242,1.04,64.95
2017-05-22,Japan,Asia,0.973,0.857,1.597,60.86,2.28,108.676,1.87,42.3,45.0,25.2,0,,0.03,Low,30.0,0.9625,0.0828965327638669,0.919,57.47
2017-05-29,Japan,Asia,0.983,0.909,2.084,63.5,2.16,108.5939,2.58,47.4,45.3,23.0,0,,-0.08,Low,30.0,0.97875,0.07405872080798928,0.973,60.86
2017-06-05,Japan,Asia,0.88,0.772,1.843,54.62,1.49,110.4294,2.17,58.6,44.9,21.1,0,,-0.3,Low,30.0,0.93875,0.07819219846490573,0.983,63.5
2017-06-12,Japan,Asia,0.869,0.798,1.5,54.85,2.27,111.0215,2.64,63.1,52.0,20.3,0,,0.1,Low,30.0,0.92625,0.07736615469849471,0.88,54.62
2017-06-19,Japan,Asia,0.863,0.78,1.624,54.48,2.35,110.9247,2.17,51.4,48.5,24.2,0,,-0.4,Low,30.0,0.89875,0.07611706742987012,0.869,54.85
2017-06-26,Japan,Asia,0.858,0.787,1.939,54.78,2.91,108.0787,2.62,45.1,39.5,29.7,0,,-0.68,Low,30.0,0.8674999999999999,0.07396983591792175,0.863,54.48
2017-07-03,Japan,Asia,0.812,0.734,1.771,50.8,2.84,108.518,2.08,57.4,50.5,22.8,0,,-0.04,Low,30.0,0.8505,0.06745727734427769,0.858,54.78
2017-07-10,Japan,Asia,0.829,0.741,1.798,51.48,2.15,110.7549,1.81,46.0,30.8,27.4,0,,-0.56,Low,30.0,0.8405,0.06830152008407273,0.812,50.8
2017-07-17,Japan,Asia,0.751,0.687,1.5,47.7,3.0,110.888,0.59,39.9,39.3,29.7,0,,-0.53,Low,30.0,0.8125,0.07218511182378941,0.829,51.48
2017-07-24,Japan,Asia,0.783,0.709,1.818,50.79,1.77,109.2295,2.37,45.9,50.8,24.9,0,,-0.5,Low,30.0,0.7937500000000001,0.07297392990081035,0.751,47.7
2017-07-31,Japan,Asia,0.751,0.646,1.625,46.1,2.55,109.1051,1.76,45.8,39.4,24.1,0,,-1.41,Low,30.0,0.7785,0.05748241572728639,0.783,50.79
2017-08-07,Japan,Asia,0.814,0.715,1.5,50.64,1.27,111.1675,3.44,41.5,33.6,27.6,0,,-1.38,Low,30.0,0.77475,0.05767864045087574,0.751,46.1
2017-08-14,Japan,Asia,0.675,0.627,1.5,43.1,2.49,109.6619,0.82,46.7,49.3,21.6,0,,-0.11,Low,30.0,0.7557499999999999,0.07006948231005353,0.814,50.64
2017-08-21,Japan,Asia,0.72,0.643,1.591,44.89,1.98,109.1451,2.51,53.3,49.2,27.7,0,,-1.01,Low,30.0,0.74,0.07458816724035452,0.675,43.1
2017-08-28,Japan,Asia,0.716,0.63,1.601,45.75,2.08,110.1492,2.05,44.5,53.2,26.4,0,,-0.08,Low,30.0,0.73125,0.0700518967889426,0.72,44.89
2017-09-04,Japan,Asia,0.664,0.586,1.5,42.43,2.97,109.5543,1.87,41.1,53.4,22.0,0,,-0.12,Low,30.0,0.69375,0.07200592879239288,0.716,45.75
2017-09-11,Japan,Asia,0.692,0.642,1.5,44.11,2.4,111.47,0.82,44.5,46.7,28.4,0,,0.14,Low,30.0,0.698,0.07415852604975293,0.664,42.43
2017-09-18,Japan,Asia,0.729,0.631,1.5,43.97,2.46,109.3443,0.28,47.2,57.3,21.9,0,,-0.96,Low,30.0,0.70025,0.07679627588864806,0.692,44.11
2017-09-25,Japan,Asia,0.647,0.558,1.5,40.08,1.88,111.1232,5.77,40.7,55.7,26.1,0,,-0.55,Low,30.0,0.6829999999999999,0.08152516797222356,0.729,43.97
2017-10-02,Japan,Asia,0.658,0.597,1.5,41.73,3.43,109.7893,1.58,40.4,51.4,26.2,0,,-0.31,Low,30.0,0.6815,0.0813728460519097,0.647,40.08
2017-10-09,Japan,Asia,0.684,0.604,1.5,42.98,2.74,111.0399,-0.04,56.8,60.0,27.1,0,,-1.27,Low,30.0,0.6795,0.07879875791850051,0.658,41.73
2017-10-16,Japan,Asia,0.714,0.632,1.5,44.88,2.78,108.5655,3.58,43.7,50.6,24.3,0,,0.29,Low,30.0,0.6757500000000001,0.07886783774980735,0.684,42.98
2017-10-23,Japan,Asia,0.654,0.604,1.5,41.92,2.46,109.0611,0.6,45.8,51.1,23.9,0,,-0.08,Low,30.0,0.6775,0.08160700000257716,0.714,44.88
2017-10-30,Japan,Asia,0.671,0.604,1.5,42.19,2.14,110.5564,4.12,35.0,50.0,22.3,0,,0.28,Low,30.0,0.68075,0.07726086508723576,0.654,41.92
2017-11-06,Japan,Asia,0.686,0.641,1.5,45.91,2.11,108.7702,1.69,42.5,54.2,26.7,0,,0.29,Low,30.0,0.6812499999999999,0.059498181266261954,0.671,42.19
2017-11-13,Japan,Asia,0.76,0.671,1.55,46.48,3.32,110.4818,1.58,42.0,67.3,27.1,0,,-0.66,Low,30.0,0.6927500000000001,0.06448484894812741,0.686,45.91
2017-11-20,Japan,Asia,0.777,0.663,1.683,47.9,2.65,109.162,2.07,55.2,60.0,24.6,0,,-0.03,Low,30.0,0.7235,0.06451561595454221,0.76,46.48
2017-11-27,Japan,Asia,0.75,0.653,1.5,47.54,2.62,110.1043,5.11,48.1,59.9,24.8,0,,-0.47,Low,30.0,0.7432500000000001,0.061001212201432176,0.777,47.9
2017-12-04,Japan,Asia,0.699,0.646,1.5,45.98,2.11,109.9579,2.15,47.3,55.7,29.0,0,,0.62,Low,30.0,0.7464999999999999,0.0642430321180167,0.75,47.54
2017-12-11,Japan,Asia,0.782,0.69,1.652,48.63,2.35,110.0799,1.04,49.2,58.0,26.8,0,,-0.14,Low,30.0,0.752,0.07130190195039415,0.699,45.98
2017-12-18,Japan,Asia,0.779,0.73,1.5,50.3,1.32,109.4229,2.91,41.9,45.7,29.6,0,,0.93,Low,30.0,0.7525,0.06069275373784369,0.782,48.63
2017-12-25,Japan,Asia,0.785,0.719,1.5,50.2,2.34,110.4023,0.55,54.3,44.2,22.0,0,,0.02,Low,30.0,0.76125,0.06075565016941878,0.779,50.3
2018-01-01,Japan,Asia,0.911,0.788,1.5,57.14,1.83,108.4214,3.69,33.4,66.3,26.6,0,,-0.3,Low,30.0,0.81425,0.0736065526184432,0.785,50.2
2018-01-08,Japan,Asia,0.938,0.809,1.951,57.69,3.06,110.3189,-1.49,58.8,57.8,28.1,0,,0.12,Low,30.0,0.8532500000000001,0.0734170264355371,0.911,57.14
2018-01-15,Japan,Asia,0.83,0.761,1.5,53.27,2.16,110.2102,5.05,46.4,42.1,28.8,0,,0.7,Low,30.0,0.866,0.07803505537442769,0.938,57.69
2018-01-22,Japan,Asia,0.941,0.798,1.925,57.2,2.11,109.8062,4.27,44.3,62.4,21.1,0,,0.24,Low,30.0,0.905,0.08437782006951935,0.83,53.27
2018-01-29,Japan,Asia,0.931,0.86,1.5,57.33,2.88,111.2997,3.27,44.7,54.9,27.3,0,,0.61,Low,30.0,0.9099999999999999,0.08524496768369041,0.941,57.2
2018-02-05,Japan,Asia,0.94,0.867,1.764,60.11,2.1,111.1356,2.79,53.2,57.7,21.4,0,,0.77,Low,30.0,0.9105000000000001,0.08162363698928427,0.931,57.33
2018-02-12,Japan,Asia,0.985,0.899,2.06,62.61,1.67,109.4107,-0.72,48.2,53.9,28.5,0,,0.35,Low,30.0,0.94925,0.08199839466088328,0.94,60.11
2018-02-19,Japan,Asia,0.966,0.804,2.006,57.91,2.18,110.4981,2.92,64.6,54.4,26.2,0,,-0.37,Low,30.0,0.9554999999999999,0.0811260953724896,0.985,62.61
2018-02-26,Japan,Asia,1.029,0.88,1.902,63.96,2.22,112.2544,2.4,44.3,55.0,24.0,0,,-0.54,Low,30.0,0.98,0.07632813203918423,0.966,57.91
2018-03-05,Japan,Asia,1.017,0.894,2.13,63.43,2.74,111.8072,-1.83,57.6,39.8,20.2,0,,-0.32,Low,30.0,0.9992499999999999,0.07256632797188321,1.029,63.96
